,dteday,hr,holiday,weekday,workingday,season_t,weather,temperature,s_temp,humidity,winds,n_employee,exp_employee,occupancy
1561,2011-01-16,20,0,0,0,spring,Clear,7.38,9.85,47,11.0,3.0,15.86,57
1562,2012-10-14,23,0,0,0,winter,Cloudy,22.96,26.515,68,19.0,2.67,0.14,105
1563,2012-04-20,18,0,5,1,summer,Clear,25.419999999999998,31.06,50,19.0,2.33,10.43,668
1564,2011-01-03,19,0,1,1,spring,Clear,8.200000000000001,12.879999999999999,47,0.0,2.0,19.86,110
1565,2011-06-29,8,0,3,1,fall,Clear,28.7,32.574999999999996,48,19.0,2.67,27.86,540
1566,2012-11-26,10,0,1,1,winter,Clear,13.120000000000001,17.424999999999997,49,0.0,3.0,26.0,147
1567,2012-12-08,9,0,6,0,winter,Cloudy,15.58,19.695,94,0.0,2.67,26.14,170
1568,2011-03-17,9,0,4,1,spring,Clear,16.400000000000002,20.455000000000002,62,17.0,2.33,17.43,185
1569,2012-04-03,17,0,2,1,summer,Clear,25.419999999999998,30.305,17,13.0,2.33,12.86,757
1570,2011-08-14,18,0,0,0,fall,Clear,30.34,34.85,66,11.0,2.0,10.0,347
1571,2011-06-23,2,0,4,1,fall,Clear,29.52,34.85,74,15.0,2.33,12.86,4
1572,2011-11-04,23,0,5,1,winter,Clear,13.120000000000001,15.15,49,22.0,2.67,13.71,89
1573,2011-03-21,18,0,1,1,summer,Cloudy,21.32,25.0,72,15.0,2.67,8.29,276
1574,2012-11-06,14,0,2,1,winter,Clear,14.76,18.18,40,7.0,3.0,0.57,240
1575,2012-09-04,15,0,2,1,fall,Clear,32.800000000000004,38.635000000000005,59,31.0,3.0,2.86,292
1576,2012-05-02,4,0,3,1,summer,Clear,22.14,25.759999999999998,88,0.0,2.0,1.71,4
1577,2011-05-19,14,0,4,1,summer,LightRain,22.14,25.759999999999998,73,13.0,2.67,29.0,180
1578,2012-05-10,16,0,4,1,summer,Clear,23.779999999999998,27.275,30,31.0,2.0,9.14,421
1579,2011-03-25,17,0,5,1,summer,Cloudy,13.120000000000001,14.395,36,24.0,2.0,17.71,225
1580,2012-09-30,8,0,0,0,winter,Clear,19.68,23.485,67,7.0,2.33,20.0,144
1581,2011-03-10,20,0,4,1,spring,LightRain,14.76,16.665,0,22.0,1.67,1.86,38
1582,2011-03-22,1,0,2,1,summer,Clear,17.22,21.21,100,9.0,3.0,13.43,19
1583,2011-02-24,21,0,4,1,spring,Cloudy,13.940000000000001,15.15,87,22.0,2.67,17.14,83
1584,2012-12-23,0,0,0,0,spring,Clear,9.02,10.605,47,19.0,2.0,22.29,27
1585,2012-01-09,18,0,1,1,spring,Snow,8.200000000000001,11.365,86,6.0,2.67,10.14,164
1586,2011-12-27,16,0,2,1,spring,LightRain,18.04,21.97,88,22.0,3.0,1.57,46
1587,2011-07-17,22,0,0,0,fall,Clear,29.52,34.089999999999996,66,15.0,3.0,25.0,181
1588,2012-07-05,12,0,4,1,fall,Clear,36.9,40.910000000000004,35,24.0,3.0,20.86,276
1589,2012-09-01,15,0,6,0,fall,Cloudy,35.26,39.395,44,19.0,2.0,11.43,563
1590,2012-08-09,17,0,4,1,fall,Clear,35.26,37.88,36,17.0,3.0,27.86,810
1591,2011-12-19,7,0,1,1,winter,Clear,7.38,10.605,74,7.0,1.67,8.0,191
1592,2012-10-08,10,1,1,0,winter,Cloudy,15.58,19.695,68,9.0,3.0,16.0,298
1593,2012-02-09,18,0,4,1,spring,Clear,13.940000000000001,16.665,31,11.0,2.33,6.14,417
1594,2011-07-26,9,0,2,1,fall,Clear,31.16,34.089999999999996,40,15.0,3.0,1.57,187
1595,2012-11-09,4,0,5,1,winter,Clear,13.120000000000001,14.395,53,24.0,2.67,28.57,14
1596,2012-05-03,22,0,4,1,summer,Clear,25.419999999999998,29.544999999999998,78,0.0,2.0,30.14,246
1597,2012-05-07,6,0,1,1,summer,Clear,18.86,22.725,88,7.0,2.67,18.71,142
1598,2011-02-24,0,0,4,1,spring,Clear,9.02,12.879999999999999,55,6.0,2.67,24.57,11
1599,2011-03-19,18,0,6,0,spring,Clear,18.86,22.725,31,22.0,2.0,21.57,217
1600,2012-08-19,9,0,0,0,fall,Cloudy,27.060000000000002,31.06,74,0.0,2.33,22.0,270
1601,2012-04-10,2,0,2,1,summer,Clear,14.76,17.424999999999997,71,9.0,2.0,5.0,2
1602,2012-01-30,19,0,1,1,spring,Clear,12.299999999999999,15.909999999999998,45,7.0,2.67,22.29,306
1603,2012-03-13,6,0,2,1,spring,LightRain,18.86,22.725,82,13.0,2.0,29.57,113
1604,2012-08-19,21,0,0,0,fall,LightRain,25.419999999999998,29.544999999999998,78,6.0,1.67,2.0,190
1605,2012-09-05,5,0,3,1,fall,Cloudy,28.7,33.335,79,20.0,2.0,27.43,40
1606,2011-09-29,6,0,4,1,winter,Cloudy,24.599999999999998,27.275,88,6.0,2.33,0.43,111
1607,2012-06-25,23,0,1,1,fall,Clear,26.240000000000002,31.06,33,22.0,3.0,13.57,103
1608,2011-02-03,14,0,4,1,spring,Clear,9.02,9.85,37,26.0,2.33,26.29,47
1609,2011-11-04,14,0,5,1,winter,Clear,18.04,21.97,47,20.0,3.0,9.86,201
1610,2011-08-11,12,0,4,1,fall,Clear,31.98,34.089999999999996,31,17.0,2.0,2.0,214
1611,2011-02-25,15,0,5,1,spring,Clear,18.86,22.725,41,54.0,3.0,16.71,55
1612,2011-10-31,12,0,1,1,winter,Clear,17.22,21.21,44,15.0,1.67,11.29,170
1613,2011-03-24,11,0,4,1,summer,Cloudy,12.299999999999999,13.635,81,20.0,1.67,26.43,71
1614,2011-12-29,8,0,4,1,spring,Cloudy,8.200000000000001,12.879999999999999,64,0.0,3.0,13.86,210
1615,2011-02-02,0,0,3,1,spring,LightRain,9.02,12.120000000000001,93,7.0,1.67,3.0,2
1616,2012-12-01,6,0,6,0,winter,Clear,9.84,12.120000000000001,87,9.0,1.67,23.71,27
1617,2012-02-22,9,0,3,1,spring,Clear,13.120000000000001,16.665,70,6.0,2.0,28.43,252
1618,2012-07-20,1,0,5,1,fall,Clear,27.060000000000002,29.544999999999998,89,9.0,2.33,8.43,11
1619,2011-12-02,9,0,5,1,winter,Clear,11.48,15.909999999999998,81,0.0,3.0,10.14,246
1620,2011-07-24,6,0,0,0,fall,Cloudy,32.800000000000004,39.395,63,6.0,2.0,7.57,22
1621,2011-05-23,15,0,1,1,summer,Cloudy,29.52,34.089999999999996,62,30.0,3.0,18.29,176
1622,2011-05-22,3,0,0,0,summer,Clear,20.5,24.240000000000002,100,7.0,3.0,19.86,33
1623,2012-03-17,4,0,6,0,spring,Cloudy,17.22,21.21,94,0.0,2.67,5.14,2
1624,2012-01-24,16,0,2,1,spring,Clear,16.400000000000002,20.455000000000002,71,9.0,3.0,28.0,278
1625,2012-11-10,18,0,6,0,winter,Clear,18.04,21.97,54,9.0,2.67,28.29,359
1626,2011-08-24,5,0,3,1,fall,Clear,22.96,26.515,73,7.0,2.33,24.14,27
1627,2012-05-26,0,0,6,0,summer,Clear,26.240000000000002,28.79,83,11.0,2.67,14.43,116
1628,2011-12-17,8,0,6,0,winter,Cloudy,10.66,12.879999999999999,56,15.0,3.0,22.43,59
1629,2012-01-23,8,0,1,1,spring,LightRain,8.200000000000001,10.605,86,9.0,2.67,12.43,272
1630,2011-03-20,11,0,0,0,spring,Clear,13.940000000000001,17.424999999999997,39,7.0,3.0,27.86,203
1631,2012-06-26,14,0,2,1,fall,Clear,28.7,31.819999999999997,30,31.0,1.67,9.0,267
1632,2011-09-09,2,0,5,1,fall,Cloudy,25.419999999999998,25.759999999999998,100,17.0,2.67,16.43,8
1633,2011-08-02,6,0,2,1,fall,Clear,27.880000000000003,31.819999999999997,69,7.0,2.67,18.86,117
1634,2011-03-14,16,0,1,1,spring,Clear,16.400000000000002,20.455000000000002,35,7.0,2.33,29.71,107
1635,2011-01-10,3,0,1,1,spring,Clear,4.92,6.0600000000000005,50,15.0,2.33,11.43,1
1636,2012-06-16,12,0,6,0,summer,Clear,27.880000000000003,31.819999999999997,41,7.0,2.33,9.0,603
1637,2012-12-02,12,0,0,0,winter,Cloudy,13.940000000000001,16.665,81,11.0,2.33,18.43,520
1638,2011-07-08,1,0,5,1,fall,Clear,29.52,34.85,79,0.0,2.67,9.0,34
1639,2012-12-12,7,0,3,1,winter,Cloudy,10.66,12.879999999999999,60,13.0,2.33,21.57,369
1640,2011-08-09,7,0,2,1,fall,Clear,29.52,34.85,74,7.0,2.33,7.57,343
1641,2011-12-27,0,0,2,1,spring,Clear,10.66,12.879999999999999,70,11.0,2.67,23.29,12
1642,2011-04-05,3,0,2,1,summer,Cloudy,22.14,25.759999999999998,73,22.0,3.0,2.29,4
1643,2011-05-14,12,0,6,0,summer,LightRain,21.32,25.0,100,6.0,2.0,17.14,279
1644,2011-02-05,11,0,6,0,spring,LightRain,9.02,11.365,100,9.0,1.67,5.86,47
1645,2011-01-11,0,0,2,1,spring,Clear,5.74,8.334999999999999,59,7.0,1.67,6.43,12
1646,2012-03-18,16,0,0,0,spring,Clear,22.14,25.759999999999998,73,6.0,3.0,10.86,541
1647,2012-07-23,23,0,1,1,fall,Clear,29.52,34.089999999999996,66,11.0,3.0,7.86,114
1648,2011-01-10,0,0,1,1,spring,Clear,4.92,6.0600000000000005,50,19.0,1.67,22.57,5
1649,2012-03-10,12,0,6,0,spring,Clear,12.299999999999999,13.635,33,22.0,2.0,3.43,329
1650,2012-05-08,23,0,2,1,summer,LightRain,24.599999999999998,28.79,78,22.0,2.33,10.71,63
1651,2011-07-11,8,0,1,1,fall,Clear,30.34,34.85,66,19.0,2.33,5.29,420
1652,2012-05-07,14,0,1,1,summer,Cloudy,25.419999999999998,31.06,50,24.0,1.67,28.86,239
1653,2011-04-15,11,1,5,0,summer,Clear,21.32,25.0,55,13.0,2.0,12.86,136
1654,2011-10-07,12,0,5,1,winter,Clear,24.599999999999998,31.06,53,0.0,2.33,3.86,235
1655,2012-06-08,10,0,5,1,summer,Clear,27.060000000000002,31.06,47,17.0,3.0,6.43,249
1656,2011-02-07,5,0,1,1,spring,Clear,8.200000000000001,12.879999999999999,86,0.0,2.67,0.86,10
1657,2011-12-08,2,0,4,1,winter,Clear,11.48,13.635,65,15.0,2.67,15.86,4
1658,2012-02-05,7,0,0,0,spring,Cloudy,9.84,12.120000000000001,75,11.0,1.67,6.29,16
1659,2011-09-14,1,0,3,1,fall,Clear,25.419999999999998,29.544999999999998,78,6.0,3.0,8.57,8
1660,2011-02-23,22,0,3,1,spring,Clear,9.84,14.395,48,0.0,2.0,9.71,61
1661,2012-01-06,5,0,5,1,spring,Cloudy,8.200000000000001,10.605,80,9.0,2.33,10.43,13
1662,2011-10-05,14,0,3,1,winter,Clear,26.240000000000002,31.06,41,19.0,2.67,25.29,190
1663,2011-03-03,2,0,4,1,spring,Clear,8.200000000000001,8.334999999999999,27,31.0,2.67,13.29,3
1664,2011-03-29,6,0,2,1,summer,Clear,9.02,10.605,41,20.0,1.67,17.71,50
1665,2011-08-26,15,0,5,1,fall,Cloudy,32.800000000000004,38.635000000000005,59,13.0,2.33,24.14,249
1666,2011-07-14,19,0,4,1,fall,Clear,29.52,32.574999999999996,39,15.0,1.67,11.14,400
1667,2011-04-20,1,0,3,1,summer,Clear,17.22,21.21,94,11.0,2.33,2.86,7
1668,2012-11-04,19,0,0,0,winter,Clear,14.76,16.665,43,17.0,2.0,12.29,227
1669,2011-11-04,2,0,5,1,winter,Cloudy,16.400000000000002,20.455000000000002,76,0.0,3.0,1.57,10
1670,2012-11-15,21,0,4,1,winter,Cloudy,13.120000000000001,16.665,66,7.0,3.0,11.29,224
1671,2011-05-13,4,0,5,1,summer,LightRain,20.5,24.240000000000002,88,11.0,3.0,24.14,5
1672,2011-11-12,11,0,6,0,winter,Clear,15.58,19.695,54,19.0,2.0,9.43,315
1673,2012-07-25,18,0,3,1,fall,Clear,32.800000000000004,34.85,27,9.0,3.0,27.71,891
1674,2011-07-23,4,0,6,0,fall,Clear,31.16,36.364999999999995,66,7.0,2.67,17.29,9
1675,2012-08-25,3,0,6,0,fall,Clear,27.060000000000002,31.06,69,6.0,2.67,7.57,38
1676,2011-07-06,11,0,3,1,fall,Cloudy,29.52,34.85,74,0.0,2.0,24.29,127
1677,2012-07-09,6,0,1,1,fall,LightRain,26.240000000000002,28.79,89,17.0,2.33,9.71,92
1678,2012-03-04,5,0,0,0,spring,Cloudy,13.940000000000001,15.909999999999998,46,15.0,2.0,21.14,5
1679,2012-09-01,8,0,6,0,fall,Cloudy,31.16,35.605,57,17.0,3.0,10.0,162
1680,2011-11-20,1,0,0,0,winter,Clear,16.400000000000002,20.455000000000002,62,17.0,2.33,25.0,84
1681,2011-12-07,19,0,3,1,winter,LightRain,13.940000000000001,14.395,87,43.0,3.0,8.71,33
1682,2011-10-01,10,0,6,0,winter,LightRain,16.400000000000002,20.455000000000002,76,24.0,2.67,5.71,121
1683,2012-05-30,17,0,3,1,summer,Clear,30.34,33.335,48,6.0,2.67,2.43,839
1684,2011-04-05,2,0,2,1,summer,Cloudy,22.14,25.759999999999998,73,22.0,3.0,1.43,5
1685,2012-12-25,14,1,2,0,spring,Clear,15.58,19.695,46,20.0,2.33,11.14,126
1686,2011-06-12,9,0,0,0,summer,Clear,29.52,34.089999999999996,66,0.0,2.33,10.86,182
1687,2012-05-27,8,0,0,0,summer,Clear,26.240000000000002,28.79,83,13.0,2.67,23.71,151
1688,2012-09-24,10,0,1,1,winter,Clear,22.14,25.759999999999998,49,15.0,2.33,9.29,198
1689,2012-03-21,10,0,3,1,summer,Cloudy,21.32,25.0,83,11.0,2.0,11.0,154
1690,2012-04-17,9,0,2,1,summer,Clear,24.599999999999998,31.06,38,33.0,2.0,9.0,400
1691,2012-06-19,14,0,2,1,summer,Clear,31.16,35.605,57,7.0,2.0,28.57,227
1692,2011-11-19,20,0,6,0,winter,Cloudy,14.76,18.18,56,7.0,2.67,29.29,163
1693,2012-04-18,4,0,3,1,summer,Cloudy,20.5,24.240000000000002,42,19.0,2.67,28.43,7
1694,2012-02-20,1,1,1,0,spring,Cloudy,9.84,12.879999999999999,87,6.0,1.67,6.43,15
1695,2011-03-03,1,0,4,1,spring,Clear,9.84,9.85,30,31.0,2.0,25.0,1
1696,2012-12-31,15,0,1,1,spring,Cloudy,11.48,14.395,45,9.0,2.33,8.57,315
1697,2012-05-03,17,0,4,1,summer,Clear,29.52,33.335,54,9.0,2.0,24.57,704
1698,2012-11-20,21,0,2,1,winter,Clear,14.76,18.94,71,0.0,2.33,23.86,157
1699,2012-08-28,13,0,2,1,fall,Clear,33.62,37.12,43,20.0,3.0,4.86,288
1700,2012-04-18,8,0,3,1,summer,LightRain,20.5,24.240000000000002,39,13.0,3.0,11.14,576
1701,2011-05-13,21,0,5,1,summer,Cloudy,21.32,25.0,84,11.0,2.0,14.86,154
1702,2011-05-21,19,0,6,0,summer,Clear,27.880000000000003,31.819999999999997,47,11.0,2.33,0.14,301
1703,2012-02-07,5,0,2,1,spring,Clear,13.120000000000001,16.665,49,6.0,2.67,20.43,15
1704,2011-11-28,15,0,1,1,winter,Clear,23.779999999999998,27.275,60,11.0,3.0,7.86,150
1705,2011-02-27,22,0,0,0,spring,Cloudy,15.58,19.695,62,7.0,2.67,14.71,69
1706,2012-02-01,20,0,3,1,spring,Clear,21.32,25.0,52,11.0,2.0,4.29,264
1707,2011-12-22,12,0,4,1,spring,Cloudy,19.68,23.485,55,0.0,2.67,9.57,202
1708,2012-03-12,10,0,1,1,spring,Clear,16.400000000000002,20.455000000000002,50,15.0,2.0,3.57,137
1709,2012-08-09,0,0,4,1,fall,Clear,29.52,34.85,74,13.0,2.0,23.29,67
1710,2011-08-04,6,0,4,1,fall,Cloudy,27.880000000000003,31.819999999999997,89,20.0,1.67,16.29,97
1711,2012-04-09,15,0,1,1,summer,Clear,23.779999999999998,27.275,28,37.0,3.0,6.29,255
1712,2012-05-23,15,0,3,1,summer,Cloudy,28.7,32.574999999999996,61,0.0,2.33,23.86,257
1713,2012-04-05,18,0,4,1,summer,Clear,20.5,24.240000000000002,31,7.0,2.0,24.57,698
1714,2011-04-09,10,0,6,0,summer,Cloudy,13.940000000000001,16.665,87,9.0,2.67,10.57,133
1715,2012-08-16,5,0,4,1,fall,Clear,24.599999999999998,28.79,78,11.0,2.33,23.0,37
1716,2012-02-02,22,0,4,1,spring,Clear,13.120000000000001,14.395,49,28.0,1.67,10.0,109
1717,2012-05-31,15,0,4,1,summer,Clear,31.16,33.335,33,20.0,3.0,5.14,290
1718,2011-12-30,1,0,5,1,spring,Clear,10.66,14.395,65,6.0,1.67,14.86,20
1719,2012-06-30,0,0,6,0,fall,LightRain,26.240000000000002,28.79,89,11.0,2.0,20.57,69
1720,2012-09-12,19,0,3,1,fall,Clear,26.240000000000002,31.06,50,13.0,2.33,24.14,635
1721,2012-05-22,18,0,2,1,summer,Clear,27.880000000000003,31.819999999999997,61,9.0,1.67,10.71,785
1722,2012-02-18,16,0,6,0,spring,Clear,18.04,21.97,44,22.0,2.67,20.57,404
1723,2012-09-27,0,0,4,1,winter,Clear,24.599999999999998,28.79,78,6.0,2.67,12.43,65
1724,2012-12-14,3,0,5,1,winter,Clear,8.200000000000001,11.365,69,7.0,2.67,9.0,12
1725,2012-02-07,17,0,2,1,spring,Clear,18.04,21.97,35,13.0,2.33,23.14,509
1726,2011-03-09,14,0,3,1,spring,Cloudy,13.940000000000001,15.15,76,20.0,3.0,19.57,71
1727,2012-06-21,20,0,4,1,fall,Clear,35.26,39.395,44,13.0,2.0,8.57,436
1728,2011-07-15,21,0,5,1,fall,Clear,27.060000000000002,31.06,54,7.0,2.67,19.71,261
1729,2012-06-25,11,0,1,1,fall,Clear,32.800000000000004,36.364999999999995,43,22.0,1.67,16.14,181
1730,2011-12-23,2,0,5,1,spring,LightRain,15.58,19.695,94,9.0,3.0,6.0,13
1731,2011-10-28,22,0,5,1,winter,LightRain,12.299999999999999,14.395,75,19.0,2.33,28.57,36
1732,2011-08-23,16,0,2,1,fall,Clear,29.52,32.574999999999996,32,9.0,2.67,13.43,444
1733,2011-07-10,0,0,0,0,fall,Clear,28.7,32.574999999999996,61,11.0,2.67,29.0,154
1734,2012-01-18,13,0,3,1,spring,Clear,12.299999999999999,13.635,42,31.0,3.0,1.57,130
1735,2012-06-10,4,0,0,0,summer,Clear,25.419999999999998,29.544999999999998,78,6.0,3.0,10.86,10
1736,2012-05-29,0,0,2,1,summer,Clear,28.7,33.335,79,13.0,2.33,12.57,45
1737,2011-09-17,17,0,6,0,fall,Clear,21.32,25.0,72,15.0,1.67,13.57,359
1738,2011-12-28,14,0,3,1,spring,Clear,13.120000000000001,14.395,39,26.0,3.0,24.14,120
1739,2011-06-11,1,0,6,0,summer,Clear,28.7,33.335,79,6.0,3.0,25.43,77
1740,2011-02-18,23,0,5,1,spring,Clear,21.32,25.0,8,19.0,2.33,0.71,77
1741,2011-07-17,21,0,0,0,fall,Clear,30.34,34.089999999999996,62,15.0,2.0,28.0,207
1742,2012-08-04,22,0,6,0,fall,Clear,31.16,36.364999999999995,66,19.0,3.0,21.86,269
1743,2012-10-07,4,0,0,0,winter,Cloudy,18.04,21.97,54,17.0,2.0,11.0,11
1744,2012-09-20,2,0,4,1,fall,Clear,18.86,22.725,72,6.0,2.33,2.71,11
1745,2012-09-02,18,0,0,0,fall,Clear,30.34,35.605,74,0.0,2.33,21.86,500
1746,2011-10-28,6,0,5,1,winter,Clear,11.48,13.635,65,17.0,2.33,19.29,75
1747,2012-06-17,16,0,0,0,summer,Clear,27.060000000000002,31.06,54,20.0,1.67,26.0,580
1748,2011-03-18,1,0,5,1,spring,Clear,16.400000000000002,20.455000000000002,62,17.0,1.67,12.0,16
1749,2012-06-20,8,0,3,1,summer,Cloudy,28.7,33.335,79,7.0,2.0,15.86,643
1750,2012-01-14,6,0,6,0,spring,Clear,5.74,7.575,50,0.0,2.33,26.29,5
1751,2011-01-25,14,0,2,1,spring,Cloudy,12.299999999999999,16.665,45,0.0,2.33,23.71,68
1752,2012-02-02,15,0,4,1,spring,Clear,18.86,22.725,67,11.0,2.0,27.14,174
1753,2011-05-24,7,0,2,1,summer,LightRain,26.240000000000002,29.544999999999998,78,13.0,2.0,20.43,314
1754,2011-12-18,2,0,0,0,winter,Clear,9.02,12.120000000000001,55,7.0,2.67,5.86,41
1755,2012-05-05,21,0,6,0,summer,Cloudy,23.779999999999998,27.275,78,15.0,2.67,13.43,269
1756,2012-04-03,2,0,2,1,summer,Clear,14.76,17.424999999999997,53,11.0,2.0,12.43,5
1757,2011-01-03,13,0,1,1,spring,Clear,9.84,10.605,35,19.0,2.33,15.29,61
1758,2012-03-30,7,0,5,1,summer,Clear,13.120000000000001,15.909999999999998,56,11.0,2.0,19.43,289
1759,2012-03-03,23,0,6,0,spring,Clear,17.22,21.21,24,0.0,1.67,18.29,106
1760,2011-12-21,21,0,3,1,spring,Clear,20.5,24.240000000000002,88,19.0,2.33,11.14,123
1761,2012-10-31,10,0,3,1,winter,Clear,14.76,16.665,71,19.0,2.0,18.86,168
1762,2012-12-28,10,0,5,1,spring,Cloudy,10.66,12.120000000000001,56,17.0,2.33,16.14,162
1763,2012-05-11,20,0,5,1,summer,Clear,25.419999999999998,30.305,25,9.0,2.0,10.29,341
1764,2012-08-22,19,0,3,1,fall,Cloudy,27.060000000000002,31.06,74,0.0,2.0,9.14,580
1765,2011-03-14,7,0,1,1,spring,Cloudy,11.48,15.909999999999998,61,0.0,1.67,28.43,88
1766,2011-07-17,2,0,0,0,fall,Clear,26.240000000000002,30.305,69,15.0,1.67,12.71,94
1767,2011-04-19,12,0,2,1,summer,Cloudy,22.14,25.759999999999998,64,6.0,1.67,23.86,103
1768,2011-02-11,17,0,5,1,spring,Clear,12.299999999999999,16.665,24,0.0,1.67,17.57,211
1769,2011-01-17,23,1,1,0,spring,LightRain,6.5600000000000005,6.819999999999999,86,19.0,2.0,10.71,4
1770,2012-12-25,0,1,2,0,spring,LightRain,9.84,12.879999999999999,93,6.0,2.0,2.29,13
1771,2012-07-06,18,0,5,1,fall,Clear,36.9,40.15,33,17.0,3.0,20.0,560
1772,2011-06-15,4,0,3,1,summer,Clear,20.5,24.240000000000002,63,19.0,3.0,12.71,4
1773,2012-12-14,21,0,5,1,winter,Clear,12.299999999999999,15.15,75,11.0,2.0,24.57,172
1774,2011-05-06,1,0,5,1,summer,Clear,16.400000000000002,20.455000000000002,62,11.0,2.0,21.57,32
1775,2012-05-22,4,0,2,1,summer,Cloudy,22.96,26.515,88,11.0,2.0,6.86,7
1776,2011-09-12,7,0,1,1,fall,Clear,23.779999999999998,27.275,83,0.0,2.33,16.0,312
1777,2012-11-27,16,0,2,1,winter,Cloudy,12.299999999999999,13.635,75,20.0,2.0,28.57,257
1778,2011-07-07,21,0,4,1,fall,Clear,30.34,34.089999999999996,62,11.0,2.33,18.29,209
1779,2012-08-17,19,0,5,1,fall,Cloudy,30.34,12.120000000000001,55,26.0,2.67,16.14,491
1780,2012-06-17,6,0,0,0,summer,Clear,21.32,25.0,72,7.0,1.67,25.43,23
1781,2012-06-06,20,0,3,1,summer,Clear,22.14,25.759999999999998,73,19.0,3.0,0.86,408
1782,2012-11-17,13,0,6,0,winter,Clear,17.22,21.21,38,17.0,2.67,18.29,525
1783,2011-06-18,11,0,6,0,summer,Clear,29.52,34.089999999999996,62,9.0,2.67,14.29,404
1784,2012-12-29,10,0,6,0,spring,LightRain,10.66,12.120000000000001,81,9.0,2.67,20.57,41
1785,2012-05-28,7,1,1,0,summer,Clear,25.419999999999998,29.544999999999998,78,7.0,2.0,17.29,67
1786,2011-04-01,5,0,5,1,summer,LightRain,9.84,11.365,93,15.0,2.0,4.0,12
1787,2011-09-05,1,1,1,0,fall,Cloudy,27.880000000000003,31.819999999999997,79,7.0,2.33,11.14,54
1788,2012-03-02,20,0,5,1,spring,Cloudy,14.76,17.424999999999997,87,13.0,2.67,21.0,100
1789,2011-05-31,7,0,2,1,summer,Clear,30.34,34.85,66,7.0,1.67,13.0,235
1790,2012-04-02,11,0,1,1,summer,Clear,17.22,21.21,47,30.0,2.33,12.57,209
1791,2011-12-03,12,0,6,0,winter,Clear,14.76,18.94,50,0.0,2.33,28.86,358
1792,2012-09-08,17,0,6,0,fall,LightRain,23.779999999999998,27.275,83,13.0,2.0,22.71,171
1793,2011-11-13,9,0,0,0,winter,Clear,16.400000000000002,20.455000000000002,54,19.0,2.0,24.43,135
1794,2012-08-31,12,0,5,1,fall,Clear,35.26,37.12,26,17.0,2.67,14.14,410
1795,2012-03-13,22,0,2,1,spring,Clear,22.96,26.515,60,6.0,2.0,9.0,170
1796,2011-02-04,9,0,5,1,spring,Cloudy,6.5600000000000005,9.09,80,9.0,2.0,11.43,127
1797,2012-03-07,20,0,3,1,spring,Clear,20.5,24.240000000000002,51,17.0,1.67,29.0,260
1798,2011-06-11,12,0,6,0,summer,Clear,32.800000000000004,37.88,55,15.0,2.0,4.57,347
1799,2012-07-12,10,0,4,1,fall,Clear,30.34,33.335,48,11.0,2.67,7.57,214
1800,2012-11-22,3,1,4,0,winter,Clear,9.84,12.879999999999999,75,7.0,3.0,27.86,6
1801,2011-05-04,2,0,3,1,summer,LightRain,20.5,24.240000000000002,82,19.0,2.33,6.71,4
1802,2011-02-23,23,0,3,1,spring,Clear,9.02,12.879999999999999,55,6.0,2.33,26.43,39
1803,2011-07-26,14,0,2,1,fall,Clear,35.26,37.12,30,19.0,1.67,25.43,147
1804,2012-03-29,4,0,4,1,summer,Clear,21.32,25.0,36,17.0,2.0,28.14,9
1805,2012-02-26,7,0,0,0,spring,Clear,8.200000000000001,9.09,51,20.0,3.0,25.71,22
1806,2011-07-29,2,0,5,1,fall,Clear,30.34,35.605,79,0.0,1.67,1.86,13
1807,2011-07-12,18,0,2,1,fall,Clear,35.26,40.15,47,20.0,2.33,5.86,511
1808,2011-03-15,7,0,2,1,spring,Clear,9.84,12.120000000000001,75,11.0,2.33,21.14,119
1809,2012-04-05,21,0,4,1,summer,Clear,17.22,21.21,47,13.0,2.0,26.43,234
1810,2011-06-22,21,0,3,1,fall,Clear,30.34,35.605,79,11.0,1.67,10.71,247
1811,2011-10-22,7,0,6,0,winter,Clear,14.76,18.18,76,7.0,2.0,18.0,57
1812,2012-07-30,10,0,1,1,fall,Cloudy,30.34,34.85,66,15.0,2.0,10.57,189
1813,2012-04-08,21,0,0,0,summer,Clear,21.32,25.0,34,15.0,2.0,3.71,130
1814,2012-05-26,15,0,6,0,summer,Clear,31.16,36.364999999999995,66,19.0,2.67,7.14,513
1815,2012-04-27,5,0,5,1,summer,Clear,17.22,21.21,44,24.0,2.0,26.57,19
1816,2012-11-09,19,0,5,1,winter,Clear,13.940000000000001,17.424999999999997,71,6.0,1.67,8.43,361
1817,2012-03-18,14,0,0,0,spring,Cloudy,20.5,24.240000000000002,77,6.0,3.0,4.0,521
1818,2012-02-24,1,0,5,1,spring,Clear,18.04,21.97,62,13.0,2.67,27.29,18
1819,2011-07-03,19,0,0,0,fall,Cloudy,27.060000000000002,30.305,83,13.0,2.67,1.57,183
1820,2012-06-12,4,0,2,1,summer,LightRain,24.599999999999998,27.275,88,11.0,2.0,23.71,4
1821,2011-11-09,8,0,3,1,winter,Clear,13.120000000000001,17.424999999999997,93,0.0,2.33,3.57,456
1822,2011-08-22,21,0,1,1,fall,Clear,26.240000000000002,31.06,38,13.0,1.67,19.29,208
1823,2011-02-08,5,0,2,1,spring,Clear,10.66,11.365,81,22.0,3.0,6.14,2
1824,2012-02-18,18,0,6,0,spring,Clear,18.86,22.725,38,20.0,2.0,7.14,246
